 5.0	5.00	10	0.700	0.0500	2	25000	6
 5.0	5.00	50	0.700	0.0500	2	5000	6
 5.0	5.00	200	0.700	0.0500	2	2500	6
 5.0	3.73	100	0.700	0.0010	3	2500	6
 5.0	4.03	100	0.700	0.0010	20	2500	6
 5.0	3.97	100	0.700	0.0010	80	2500	6
20.0	20.00	100	0.300	0.0100	2	2500	28
20.0	20.00	100	0.500	0.0100	2	2500	28
20.0	19.57	100	0.700	0.0000	1	2500	28
20.0	19.80	100	0.700	0.0010	1	2500	28
20.0	20.00	100	0.700	0.0500	1	2500	28
20.0	20.00	10	0.700	0.0500	1	25000	28
20.0	20.00	50	0.700	0.0500	1	5000	28
20.0	20.00	200	0.700	0.0500	1	2500	28
20.0	19.90	100	0.700	0.0010	3	2500	28
20.0	19.90	100	0.700	0.0010	80	2500	28
15.0	15.00	100	0.300	0.0100	1	2500	64
103.0	101.70	100	0.300	0.0100	1	2500	70
17.0	12.20	10	0.300	0.0100	1	2500	200
 9.0	5.20	2	0.300	0.0100	1	2500	500
11.0	10.10	2	0.500	0.0100	1	2500	64
15.0	14.50	100	0.500	0.0100	1	2500	64
15.0	14.50	100	0.700	0.0100	1	2500	64
14.0	12.30	50	0.700	0.0000	1	2500	64
13.0	12.10	50	0.700	0.0000	1	1000	64
15.0	13.50	50	0.700	0.0010	1	1000	64
15.0	14.10	50	0.700	0.0100	1	1000	64
13.0	11.60	50	0.700	0.0500	1	1000	64
12.0	10.90	10	0.700	0.0500	1	25000	64
15.0	14.00	50	0.700	0.0010	1	5000	64
15.0	14.80	200	0.700	0.0010	1	2500	64
15.0	13.00	50	0.700	0.0010	3	1000	64
15.0	13.50	50	0.700	0.0010	20	1000	64
15.0	12.90	50	0.700	0.0010	80	1000	64
103.0	100.70	50	0.500	0.0100	80	1000	70
104.0	100.90	50	0.700	0.0100	80	1000	70
102.0	100.20	50	0.700	0.0100	1	1000	70
103.0	100.90	50	0.700	0.0000	1	1000	70
105.0	102.40	50	0.700	0.0010	1	1000	70
102.0	99.60	50	0.700	0.0100	1	1000	70
103.0	102.60	50	0.700	0.0500	1	1000	70
105.0	103.00	10	0.700	0.0500	1	10000	70
104.0	103.20	50	0.700	0.0500	1	2500	70
105.0	103.60	100	0.700	0.0500	1	1000	70
106.0	103.80	50	0.700	0.0010	3	1000	70
106.0	103.40	50	0.700	0.0010	20	1000	70
107.0	102.20	50	0.700	0.0010	80	1000	70
19.0	12.40	10	0.300	0.0100	80	100	200
16.0	11.83	10	0.300	0.0100	80	100	200
17.0	11.73	10	0.300	0.0100	80	100	200
16.0	11.50	10	0.500	0.0100	80	100	200
16.0	11.50	10	0.700	0.0000	80	100	200
15.0	11.57	10	0.700	0.0010	80	100	200
17.0	11.93	10	0.700	0.0100	80	100	200
15.0	11.23	10	0.700	0.0500	80	100	200
14.0	9.90	2	0.700	0.0010	80	2500	200
 5.0	5.00	100	0.300	0.0100	1	2500	6
 5.0	5.00	100	0.300	0.0100	1	2500	6
 5.0	5.00	100	0.500	0.0100	1	2500	6
 5.0	5.00	100	0.700	0.0100	1	2500	6
 5.0	5.00	100	0.700	0.0000	1	2500	6
 5.0	5.00	100	0.700	0.0010	1	2500	6
 5.0	5.00	100	0.700	0.0010	1	2500	6
 5.0	5.00	100	0.700	0.0100	1	2500	6
 5.0	5.00	100	0.700	0.0500	1	2500	6
 5.0	5.00	10	0.700	0.0500	1	25000	6
 5.0	5.00	50	0.700	0.0500	1	5000	6
 5.0	5.00	200	0.700	0.0500	1	2500	6
 5.0	5.00	100	0.700	0.0500	3	2500	6
 5.0	5.00	100	0.700	0.0500	20	2500	6
20.0	20.00	100	0.500	0.0100	1	2500	28
15.0	15.00	100	0.300	0.0100	1	2500	64
 5.0	5.00	100	0.300	0.0100	1	2500	6
 5.0	5.00	100	0.300	0.0100	1	2500	6
 5.0	5.00	100	0.500	0.0100	1	2500	6
 5.0	5.00	100	0.000	0.0100	1	2500	6
 3.0	3.00	100	0.700	0.0000	1	2500	6
 5.0	3.70	100	0.700	0.0010	1	2500	6
 5.0	5.00	100	0.700	0.0100	1	2500	6
 5.0	5.00	100	0.700	0.0500	1	2500	6
 5.0	5.00	10	0.700	0.0500	1	25000	6
 5.0	5.00	50	0.700	0.0500	1	5000	6
 5.0	5.00	200	0.700	0.0500	1	2500	6
 5.0	3.60	100	0.700	0.0010	3	2500	6
 5.0	3.80	100	0.700	0.0010	20	2500	6
 5.0	3.77	100	0.700	0.0010	80	2500	6
20.0	20.00	100	0.300	0.0100	1	2500	28
 3.0	3.00	100	0.700	0.0000	1	2500	6
20.0	19.20	100	0.700	0.0000	1	2500	28
20.0	19.20	100	0.700	0.0010	1	2500	28
20.0	19.10	100	0.700	0.0100	1	2500	28
20.0	20.00	100	0.700	0.0500	1	2500	28
20.0	19.40	100	0.700	0.0010	3	2500	28
20.0	19.20	100	0.700	0.0010	20	2500	28
20.0	19.50	100	0.700	0.0010	80	2500	28
15.0	14.70	100	0.300	0.0100	1	2500	64
15.0	14.70	100	0.500	0.0100	1	2500	64
15.0	14.70	100	0.700	0.0100	1	2500	64
15.0	13.90	100	0.700	0.0010	1	2500	64
14.0	12.50	100	0.700	0.0000	1	2500	64
15.0	14.40	100	0.700	0.0100	1	2500	64
13.0	12.50	100	0.700	0.0500	1	2500	64
15.0	14.50	10	0.700	0.0100	1	25000	64
15.0	14.50	50	0.700	0.0100	1	5000	64
15.0	14.80	200	0.700	0.0100	1	2500	64
15.0	13.40	100	0.700	0.0010	3	2500	64
15.0	13.40	100	0.700	0.0010	20	2500	64
15.0	13.40	100	0.700	0.0010	80	2500	64
103.0	101.00	100	0.300	0.0100	80	2500	70
103.0	100.60	50	0.300	0.0100	80	1000	70
101.0	100.00	50	0.500	0.0100	80	1000	70
101.0	99.50	50	0.700	0.0100	80	1000	70
102.0	100.50	50	0.700	0.0000	80	1000	70
102.0	100.20	50	0.700	0.0010	80	1000	70
102.0	99.90	50	0.700	0.0100	80	1000	70
104.0	102.80	50	0.700	0.0500	80	1000	70
106.0	102.60	10	0.700	0.0500	1	10000	70
104.0	103.20	50	0.700	0.0500	1	2500	70
105.0	103.70	100	0.700	0.0500	1	1000	70
102.0	100.10	50	0.700	0.0100	3	1000	70
104.0	100.60	50	0.700	0.0100	20	1000	70
102.0	100.10	50	0.700	0.0100	80	1000	70
